Customer Id,Customer Fname,Customer Lname,Customer Email,Customer Country,Latitude,Longitude,Customer City,Customer State,Customer Street,Customer Zipcode,Customer Segment
71,Charles,Smith,XXXXXXXXX,EE. UU.,34.08999252,-118.1542206,Philadelphia,PA,6140 Pleasant Dale Farm,19145.0,Corporate
72,Frank,Gillespie,XXXXXXXXX,EE. UU.,33.29120636,-117.268959,Vista,CA,5332 Heather Hills Isle,92084.0,Consumer
73,Mary,Smith,XXXXXXXXX,Puerto Rico,18.22758865,-66.0435791,Caguas,PR,8247 Little Cider Close,725.0,Home Office
74,Alice,Rush,XXXXXXXXX,EE. UU.,29.46871567,-98.35108948,Jacksonville,NC,409 Iron Park,28540.0,Corporate
75,Mary,Smith,XXXXXXXXX,Puerto Rico,18.22758102,-66.04356384,Caguas,PR,1510 Broad Rise Expressway,725.0,Consumer
76,Joseph,Young,XXXXXXXXX,EE. UU.,34.04317856,-118.77948,Los Angeles,CA,7605 Tawny Horse Falls,90016.0,Consumer
77,Shirley,Dalton,XXXXXXXXX,Puerto Rico,18.22769547,-66.04356384,Caguas,PR,1021 Silver Log Cape,725.0,Corporate
78,Jeremy,Smith,XXXXXXXXX,EE. UU.,39.39559937,-76.54616547,Parkville,MD,2714 Dewy Bay,21234.0,Home Office
79,Mary,Watkins,XXXXXXXXX,EE. UU.,35.94585037,-84.09391022,Knoxville,TN,1315 Honey Rabbit Link,37922.0,Consumer
80,Joe,Parsons,XXXXXXXXX,Puerto Rico,18.29124069,-66.04647064,Caguas,PR,3891 Broad Line,725.0,Corporate
81,Mary,Smith,XXXXXXXXX,EE. UU.,33.66726303,-118.0185242,Ithaca,NY,8434 Honey Pines,14850.0,Home Office
82,Jonathan,Cook,XXXXXXXXX,EE. UU.,32.87078095,-97.32335663,San Antonio,TX,7885 Sleepy Cove,78240.0,Consumer
83,Mary,Wong,XXXXXXXXX,Puerto Rico,18.25025749,-66.05857849,Caguas,PR,8584 Lazy Via,725.0,Corporate
84,Douglas,Smith,XXXXXXXXX,EE. UU.,34.02510834,-117.9581146,Tampa,FL,6540 Emerald Turnabout,33624.0,Consumer
85,Mary,Perez,XXXXXXXXX,Puerto Rico,18.2276001,-66.0435791,Caguas,PR,5104 Iron Log Limits,725.0,Consumer
86,John,Smith,XXXXXXXXX,EE. UU.,32.858181,-97.35079193,Fort Worth,TX,8780 Colonial Orchard,76106.0,Corporate
87,Gloria,Brown,XXXXXXXXX,Puerto Rico,18.22753716,-66.04358673,Caguas,PR,3996 Crystal Zephyr Swale,725.0,Corporate
88,Mary,Henry,XXXXXXXXX,EE. UU.,33.81022644,-84.41808319,Atlanta,GA,7262 Cotton Arbor,30318.0,Corporate
89,Sean,Smith,XXXXXXXXX,EE. UU.,33.13061142,-117.0632095,Escondido,CA,9126 Wishing Expressway,92027.0,Consumer
90,Mary,Hurley,XXXXXXXXX,Puerto Rico,18.22756958,-66.04357147,Caguas,PR,6640 Sunny Via,725.0,Consumer
91,Ashley,Smith,XXXXXXXXX,EE. UU.,32.87660599,-97.42926025,Spring,TX,4515 Golden Manor,77379.0,Consumer
92,Alexander,Medina,XXXXXXXXX,Puerto Rico,18.22757149,-66.04355621,Caguas,PR,2805 Dewy Impasse,725.0,Home Office
93,Mary,Robbins,XXXXXXXXX,EE. UU.,38.97633743,-76.49929047,Annapolis,MD,456 Colonial Glen,21401.0,Corporate
94,Mary,Smith,XXXXXXXXX,Puerto Rico,18.22758865,-66.04360199,Caguas,PR,921 Broad Chase,725.0,Corporate
95,Susan,Williams,XXXXXXXXX,EE. UU.,33.35597992,-111.9122238,Hyattsville,MD,3587 Thunder Rise,20783.0,Corporate
96,Virginia,Smith,XXXXXXXXX,Puerto Rico,18.22753143,-66.04355621,Caguas,PR,6080 Blue Close,725.0,Home Office
97,Mary,Rhodes,XXXXXXXXX,EE. UU.,33.30079269,-112.0346222,Phoenix,AZ,1463 Silver Mountain Gate,85008.0,Corporate
98,William,Smith,XXXXXXXXX,Puerto Rico,18.22761917,-66.04356384,Caguas,PR,4592 Grand Timber Ramp,725.0,Consumer
99,Betty,Munoz,XXXXXXXXX,EE. UU.,36.19867706,115.2630768,Las Vegas,NV,9761 Green Jetty,89123.0,Consumer
100,George,Barrett,XXXXXXXXX,Puerto Rico,18.22760201,-66.04357147,Caguas,PR,4110 Silent Pointe,725.0,Consumer
101,Mary,Briggs,XXXXXXXXX,EE. UU.,37.68590927,-120.9584427,Dorchester Center,MA,8342 Crystal Drive,2124.0,Corporate
102,Gregory,Smith,XXXXXXXXX,Puerto Rico,18.22758102,-66.04357147,Caguas,PR,5393 Hidden Glade,725.0,Corporate
103,Mary,Williams,XXXXXXXXX,EE. UU.,37.6722908,-121.0311356,Broomfield,CO,4501 Cinder Dell,80020.0,Corporate
104,Debra,Wood,XXXXXXXXX,EE. UU.,34.00076294,-117.8856812,Saint Paul,MN,8263 Harvest Estates,55112.0,Home Office
105,Mary,Smith,XXXXXXXXX,Puerto Rico,18.22756958,-66.0435791,Caguas,PR,8696 Fallen Cloud Circle,725.0,Consumer
106,Lauren,Freeman,XXXXXXXXX,EE. UU.,38.3181572,-122.2831039,Napa,CA,2783 Foggy Mews,94558.0,Corporate
107,Mary,Weaver,XXXXXXXXX,Puerto Rico,18.22764778,-66.04351807,Caguas,PR,1449 Amber Island,725.0,Consumer
108,Joshua,Smith,XXXXXXXXX,EE. UU.,40.82836533,-73.86943054,Bronx,NY,4587 Noble Zephyr Promenade,10462.0,Consumer
109,Mary,Thompson,XXXXXXXXX,Puerto Rico,18.24751854,-66.02529907,Caguas,PR,8662 Clear Nectar Mall ,725.0,Corporate
110,David,Miranda,XXXXXXXXX,EE. UU.,45.49733353,-12.27056122,Beaverton,OR,1491 Little Robin Way,97006.0,Corporate
111,Frank,Smith,XXXXXXXXX,Puerto Rico,18.22766304,-66.04361725,Caguas,PR,8736 Hazy River Manor,725.0,Corporate
112,Mary,Daniels,XXXXXXXXX,EE. UU.,40.97570038,-81.38883972,Middletown,OH,9814 Blue Anchor Dell,45044.0,Consumer
113,Patricia,Smith,XXXXXXXXX,Puerto Rico,18.39907837,-66.11219788,Caguas,PR,2457 Blue Hills Heights,725.0,Consumer
114,Alice,Warner,XXXXXXXXX,EE. UU.,33.84705353,-118.1272278,Bellflower,CA,4566 Burning Deer Meadow,90706.0,Home Office
115,Mary,Smith,XXXXXXXXX,EE. UU.,33.78466797,-118.0703735,West Covina,CA,1613 Broad Beach,91790.0,Consumer
116,John,Hill,XXXXXXXXX,Puerto Rico,18.22759247,-66.04356384,Caguas,PR,3996 Honey Grove Place,725.0,Home Office
117,Mary,Smith,XXXXXXXXX,EE. UU.,43.81294251,-91.24305725,La Crosse,WI,6063 Golden Point,54601.0,Consumer
118,Katherine,Olson,XXXXXXXXX,EE. UU.,41.28277206,-112.1233444,Ogden,UT,9530 Little Fox Towers,84404.0,Consumer
119,Mary,Rosario,XXXXXXXXX,Puerto Rico,18.22758293,-66.0435791,Caguas,PR,5488 Thunder Fox Extension,725.0,Consumer
120,Nancy,Smith,XXXXXXXXX,EE. UU.,40.83703232,-73.8874054,Bronx,NY,7840 Umber Sky Villas,10461.0,Consumer
121,Mary,Yoder,XXXXXXXXX,Puerto Rico,18.22760201,-66.04356384,Caguas,PR,3570 Crystal Cider Circuit,725.0,Corporate
122,Karen,Smith,XXXXXXXXX,EE. UU.,39.28849411,-84.3551178,Cincinnati,OH,7573 Cozy Goose Road,45238.0,Consumer
123,Mary,Mann,XXXXXXXXX,EE. UU.,44.05973816,-12.13093758,Bend,OR,7676 Colonial Towers,97701.0,Corporate
124,Judy,Smith,XXXXXXXXX,Puerto Rico,18.23832703,-66.02118683,Caguas,PR,911 Sleepy Cloud Carrefour,725.0,Consumer
125,Mary,Gallagher,XXXXXXXXX,EE. UU.,33.79024124,-118.2131653,Oxnard,CA,9831 Sunny Cloud Valley,93030.0,Consumer
126,Austin,Smith,XXXXXXXXX,EE. UU.,35.18864822,-101.8707352,Amarillo,TX,852 Hazy Gate Circuit,79109.0,Home Office
127,Mary,Martin,XXXXXXXXX,Puerto Rico,18.22756958,-66.0435791,Caguas,PR,437 Cozy Log Range,725.0,Home Office
128,Rose,Lopez,XXXXXXXXX,EE. UU.,33.45863342,-82.06613922,Augusta,GA,9557 Harvest Mews,30906.0,Consumer
129,Crystal,Smith,XXXXXXXXX,Puerto Rico,18.22755814,-66.04357147,Caguas,PR,3688 Thunder Prairie Heights,725.0,Home Office
130,Mary,Holland,XXXXXXXXX,EE. UU.,41.76407242,-88.21144104,Aurora,IL,9897 Sunny Via,60504.0,Home Office
131,Brenda,Cline,XXXXXXXXX,EE. UU.,42.74373627,-71.16481781,Methuen,MA,8632 Bright Route,1844.0,Consumer
132,Eric,Smith,XXXXXXXXX,Puerto Rico,18.24747658,-66.02528381,Caguas,PR,1131 Cotton Grounds,725.0,Corporate
133,Mary,Lopez,XXXXXXXXX,EE. UU.,40.70134354,-73.93914795,Brooklyn,NY,948 Thunder Gate Beach,11219.0,Consumer
134,Donna,Gomez,XXXXXXXXX,EE. UU.,40.77700424,-73.31974793,Brooklyn,NY,1690 Cinder Deer Chase,11224.0,Consumer
135,Mary,Smith,XXXXXXXXX,Puerto Rico,18.24753571,-66.0252533,Caguas,PR,9624 Hidden Villas,725.0,Consumer
136,Ryan,Griffin,XXXXXXXXX,EE. UU.,42.43675232,-71.02326202,Lynn,MA,7897 Stony Thicket,1902.0,Corporate
137,Jonathan,Perkins,XXXXXXXXX,EE. UU.,35.8944664,-97.57640839,Broken Arrow,OK,182 Bright Embers Cove,74012.0,Consumer
138,Mary,Dawson,XXXXXXXXX,Puerto Rico,18.22758102,-66.04357147,Caguas,PR,9544 Noble Spring Route,725.0,Consumer
139,Daniel,Maxwell,XXXXXXXXX,EE. UU.,32.90361786,-117.0988388,San Diego,CA,9468 Red Corner,92104.0,Home Office
140,Amanda,Smith,XXXXXXXXX,Puerto Rico,18.24760056,-66.02527618,Caguas,PR,5712 Heather Rise,725.0,Corporate
141,Mary,Mcmahon,XXXXXXXXX,EE. UU.,32.71671677,-116.997261,Brooklyn,NY,1526 Broad Mountain Plaza,11203.0,Consumer
142,Heather,Smith,XXXXXXXXX,EE. UU.,25.89972687,-80.25153351,Opa Locka,FL,814 Jagged Cape,33055.0,Consumer
143,Mary,Byrd,XXXXXXXXX,Puerto Rico,18.24760819,-66.02524567,Caguas,PR,7793 Round Oak Key,725.0,Corporate
144,David,Smith,XXXXXXXXX,EE. UU.,40.85263825,-73.87097931,Bronx,NY,8289 Stony Thicket,10462.0,Corporate
145,Joan,Walters,XXXXXXXXX,EE. UU.,39.76057816,-84.33821869,Dayton,OH,8314 Burning Circuit,45424.0,Consumer
146,Amber,Mercado,XXXXXXXXX,Puerto Rico,18.21639633,-66.04169464,Caguas,PR,14 Dusty Lake Beach,725.0,Home Office
147,Mary,Smith,XXXXXXXXX,EE. UU.,38.99187851,-76.87805176,Hanover,PA,443 Jagged Lane,17331.0,Home Office
148,Stephanie,Richards,XXXXXXXXX,Puerto Rico,18.24758339,-66.02528381,Caguas,PR,245 Lost Way,725.0,Consumer
149,Shirley,Mcclain,XXXXXXXXX,EE. UU.,32.79872894,-116.9538727,Colton,CA,9729 Emerald Pony Mount,92324.0,Home Office
150,Mary,Smith,XXXXXXXXX,EE. UU.,33.68896103,-117.9957428,Union,NJ,5593 Indian Trail,7083.0,Corporate
151,Lisa,Shaw,XXXXXXXXX,EE. UU.,29.49446869,-98.58773041,Richmond,TX,9772 Noble Prairie Quay,77469.0,Consumer
152,Mary,Smith,XXXXXXXXX,Puerto Rico,18.24757958,-66.0252533,Caguas,PR,8333 Red Passage,725.0,Consumer
153,Andrew,Marshall,XXXXXXXXX,EE. UU.,36.67399597,-121.6583023,Hollywood,FL,8428 Blue Prairie Farm,33021.0,Home Office
154,Emily,May,XXXXXXXXX,EE. UU.,27.88389015,-82.29720306,Brandon,FL,6697 Thunder Dale Downs,33511.0,Corporate
155,Brittany,Juarez,XXXXXXXXX,Puerto Rico,18.24755478,-66.02526856,Caguas,PR,1809 Lost Pine Ledge,725.0,Consumer
156,Mary,Smith,XXXXXXXXX,EE. UU.,38.30553055,-122.2734375,Los Angeles,CA,2291 Thunder Leaf Corners,90001.0,Consumer
157,Catherine,Chan,XXXXXXXXX,EE. UU.,38.71068573,-121.2512665,Citrus Heights,CA,7125 Silent Expressway,95610.0,Corporate
158,Mary,Smith,XXXXXXXXX,Puerto Rico,18.24758339,-66.02528381,Caguas,PR,5517 Jagged Hollow,725.0,Corporate
159,John,Love,XXXXXXXXX,EE. UU.,32.64175415,-116.9799118,Corona,NY,5002 High Bank,11368.0,Corporate
160,Ashley,Smith,XXXXXXXXX,EE. UU.,40.66996765,-73.8603363,Brooklyn,NY,3271 Amber Downs,11229.0,Home Office
161,Mary,Smith,XXXXXXXXX,EE. UU.,25.81123352,-80.26307678,Hialeah,FL,6889 Pleasant Mount,33010.0,Corporate
162,John,Garcia,XXXXXXXXX,Puerto Rico,18.22757721,-66.04562378,Caguas,PR,5452 Jagged Green,725.0,Corporate
163,Austin,Diaz,XXXXXXXXX,EE. UU.,35.2122879,-106.6566849,Rio Rancho,NM,6843 Dusty Log Edge,87124.0,Consumer
164,Mary,Carlson,XXXXXXXXX,Puerto Rico,18.24759102,-66.02528381,Caguas,PR,4527 Silent Fawn Wharf,725.0,Consumer
165,Joseph,Ewing,XXXXXXXXX,EE. UU.,38.01698685,-121.7537537,Antioch,CA,7129 Fallen Trace,94509.0,Consumer
166,Steven,Smith,XXXXXXXXX,EE. UU.,38.58758164,-90.48303223,Florissant,MO,2805 Indian Passage,63031.0,Consumer
167,Stephanie,Rodriguez,XXXXXXXXX,EE. UU.,39.44782639,-84.18940735,Columbus,OH,923 Little Bend,43228.0,Corporate
168,Eric,Morris,XXXXXXXXX,Puerto Rico,18.24754334,-66.02532196,Caguas,PR,295 Quaking Timber By-pass,725.0,Consumer
169,Debra,Mccarthy,XXXXXXXXX,EE. UU.,40.87149429,-73.87233734,Bronx,NY,3216 Rocky Centre,10466.0,Corporate
170,Mary,Smith,XXXXXXXXX,EE. UU.,39.95042801,-105.1293259,Broomfield,CO,1996 Easy Parade,80020.0,Corporate
171,Evelyn,Potter,XXXXXXXXX,Puerto Rico,18.24751663,-66.02523804,Caguas,PR,1661 Gentle Rabbit Turnabout,725.0,Consumer
172,Lauren,Rush,XXXXXXXXX,EE. UU.,34.00605393,-117.7307358,Chino,CA,6229 Indian Robin Parade,91710.0,Home Office
173,Jose,Smith,XXXXXXXXX,EE. UU.,34.06631851,-117.8853378,Lombard,IL,3493 High Apple Walk,60148.0,Consumer
174,Mary,Perez,XXXXXXXXX,Puerto Rico,18.1464901,-66.54896545,Caguas,PR,6332 Round Range,725.0,Home Office
175,Ronald,Guzman,XXXXXXXXX,EE. UU.,34.1137352,-118.1886444,Los Angeles,CA,8284 Pleasant Pine Villas,90042.0,Home Office
176,Amy,Smith,XXXXXXXXX,EE. UU.,33.8795166,-117.8717194,Dundalk,MD,151 Red Deer Landing,21222.0,Corporate
177,Mary,Melendez,XXXXXXXXX,Puerto Rico,18.24754524,-66.02528381,Caguas,PR,7027 Sleepy Farm,725.0,Consumer
179,Mary,Rodgers,XXXXXXXXX,EE. UU.,38.93886566,-119.9820023,Los Angeles,CA,8916 Round Zephyr Ridge,90033.0,Consumer
180,Juan,Smith,XXXXXXXXX,Puerto Rico,18.24753189,-66.02528381,Caguas,PR,2017 Fallen Sky Row,725.0,Corporate
181,Mary,Jones,XXXXXXXXX,EE. UU.,33.93185043,-117.9664383,Irwin,PA,1723 Tawny Via,15642.0,Home Office
182,James,Ortiz,XXXXXXXXX,Puerto Rico,18.24756432,-66.02529144,Caguas,PR,7446 Rocky Inlet,725.0,Consumer
183,Wayne,Smith,XXXXXXXXX,EE. UU.,33.61837387,-117.1344681,Hayward,CA,4197 Lazy Diversion,94541.0,Consumer
184,Mary,Boyd,XXXXXXXXX,EE. UU.,40.68676758,-73.37345123,Lindenhurst,NY,3594 Thunder Zephyr Bank,11757.0,Consumer
185,Deborah,Smith,XXXXXXXXX,EE. UU.,38.15983963,-85.59026337,Louisville,KY,9295 Emerald Downs,40214.0,Consumer
186,Diane,Jones,XXXXXXXXX,Puerto Rico,18.24761581,-66.02528381,Caguas,PR,7580 Cozy Inlet,725.0,Home Office
187,Mildred,Herrera,XXXXXXXXX,EE. UU.,38.01698685,-121.7537537,Antioch,CA,8771 Middle Quail Heath,94509.0,Consumer
188,Mary,Smith,XXXXXXXXX,EE. UU.,34.20995331,-118.4617996,Los Angeles,CA,771 Noble Parkway,90019.0,Consumer
189,Angela,Peterson,XXXXXXXXX,EE. UU.,29.81631279,-98.01552582,San Marcos,TX,4435 Harvest Apple Port,78666.0,Corporate
190,Mary,Hayes,XXXXXXXXX,Puerto Rico,18.22368431,-66.04928589,Caguas,PR,3819 Easy Knoll,725.0,Corporate
191,Victoria,Smith,XXXXXXXXX,EE. UU.,42.66555023,-12.25018311,Portland,OR,8311 Round Lookout,97206.0,Home Office
192,Mary,Hall,XXXXXXXXX,Puerto Rico,18.247612,-66.02527618,Caguas,PR,3342 Bright Robin Stead,725.0,Home Office
193,Melissa,Flores,XXXXXXXXX,EE. UU.,39.12841034,-77.20714569,Gaithersburg,MD,1494 Indian Range,20878.0,Corporate
194,Mary,Bates,XXXXXXXXX,Puerto Rico,18.2475853,-66.02521515,Caguas,PR,1185 Rustic River Thicket,725.0,Consumer
195,Richard,Smith,XXXXXXXXX,EE. UU.,37.66105652,-121.0029831,Modesto,CA,9363 Dusty Butterfly Extension,95350.0,Corporate
